food_id,food_name,category,ingredient_order,ingredient_name,ingredient_type,reason_if_unhealthy,health_concern_tag,ingredient_note
120,Packaged Rusk,Bakery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
120,Packaged Rusk,Bakery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
120,Packaged Rusk,Bakery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
120,Packaged Rusk,Bakery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
120,Packaged Rusk,Bakery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
121,Milk Rusks Sweetened,Bakery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
121,Milk Rusks Sweetened,Bakery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
121,Milk Rusks Sweetened,Bakery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
121,Milk Rusks Sweetened,Bakery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
121,Milk Rusks Sweetened,Bakery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
121,Milk Rusks Sweetened,Bakery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
122,Ready Taco Shells,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
122,Ready Taco Shells,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
122,Ready Taco Shells,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
122,Ready Taco Shells,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
122,Ready Taco Shells,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
122,Ready Taco Shells,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
123,Processed Salsa Dip,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
123,Processed Salsa Dip,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
123,Processed Salsa Dip,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
123,Processed Salsa Dip,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
123,Processed Salsa Dip,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
123,Processed Salsa Dip,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
124,Canned Corned Beef,Canned Foods,1,Meat,Neutral,,,Primary protein source.
124,Canned Corned Beef,Canned Foods,2,Salt,Unhealthy,Processed meats are often high in sodium.,High sodium,
124,Canned Corned Beef,Canned Foods,3,Sodium Nitrite,Unhealthy,Curing preservative; frequent intake of processed meats is generally considered less healthy.,Preservative,
124,Canned Corned Beef,Canned Foods,4,Starch,Neutral,,,Used for texture and binding.
124,Canned Corned Beef,Canned Foods,5,Protein Isolate,Neutral,,,Added to improve texture or protein content.
124,Canned Corned Beef,Canned Foods,6,Spices,Neutral,,,Used for taste.
125,Canned Sardines in Sauce,Canned Foods,1,Meat,Neutral,,,Primary protein source.
125,Canned Sardines in Sauce,Canned Foods,2,Salt,Unhealthy,Processed meats are often high in sodium.,High sodium,
125,Canned Sardines in Sauce,Canned Foods,3,Sodium Nitrite,Unhealthy,Curing preservative; frequent intake of processed meats is generally considered less healthy.,Preservative,
125,Canned Sardines in Sauce,Canned Foods,4,Starch,Neutral,,,Used for texture and binding.
125,Canned Sardines in Sauce,Canned Foods,5,Protein Isolate,Neutral,,,Added to improve texture or protein content.
125,Canned Sardines in Sauce,Canned Foods,6,Spices,Neutral,,,Used for taste.
126,Instant Hot Chocolate Mix,Beverages,1,Carbonated Water,Neutral,,,Base liquid component.
126,Instant Hot Chocolate Mix,Beverages,2,High Fructose Corn Syrup,Unhealthy,"Very high added sugar load; may contribute to insulin resistance, weight gain, and fatty liver risk when consumed often.",High sugar,
126,Instant Hot Chocolate Mix,Beverages,3,Citric Acid,Neutral,,,Used for tartness and preservation.
126,Instant Hot Chocolate Mix,Beverages,4,Artificial Flavors,Neutral,,,Used mainly to mimic or enhance taste.
126,Instant Hot Chocolate Mix,Beverages,5,Caffeine,Unhealthy,"May worsen caffeine sensitivity, palpitations, anxiety, or sleep disturbance in some people.",Stimulant,
126,Instant Hot Chocolate Mix,Beverages,6,Artificial Colors,Unhealthy,May trigger sensitivity or hyperactivity concerns in some individuals.,Additive sensitivity,
127,Sweetened Coconut Drink,Beverages,1,Milk Solids,Healthy,,,Provide protein and calcium.
127,Sweetened Coconut Drink,Beverages,2,Sugar,Unhealthy,Raises added sugar content and calorie density.,High sugar,
127,Sweetened Coconut Drink,Beverages,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
127,Sweetened Coconut Drink,Beverages,4,Stabilizers,Neutral,,,Used for consistency and shelf life.
127,Sweetened Coconut Drink,Beverages,5,Fruit Puree or Flavor,Neutral,,,"May add taste, though sometimes only in small amounts."
127,Sweetened Coconut Drink,Beverages,6,Cultures,Healthy,,,Beneficial in fermented dairy products like yogurt.
128,Frozen Cheese Balls,Frozen Foods,1,Refined Flour or Breadcrumbs,Unhealthy,Processed coating/base with lower fiber.,Refined carb,
128,Frozen Cheese Balls,Frozen Foods,2,Processed Cheese or Fat,Unhealthy,Can increase saturated fat and sodium.,Saturated fat/high sodium,
128,Frozen Cheese Balls,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
128,Frozen Cheese Balls,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
128,Frozen Cheese Balls,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
128,Frozen Cheese Balls,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
129,Processed Mozzarella Shreds,Dairy,1,Milk Solids,Healthy,,,Provide protein and calcium.
129,Processed Mozzarella Shreds,Dairy,2,Sugar,Unhealthy,Raises added sugar content and calorie density.,High sugar,
129,Processed Mozzarella Shreds,Dairy,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
129,Processed Mozzarella Shreds,Dairy,4,Stabilizers,Neutral,,,Used for consistency and shelf life.
129,Processed Mozzarella Shreds,Dairy,5,Fruit Puree or Flavor,Neutral,,,"May add taste, though sometimes only in small amounts."
129,Processed Mozzarella Shreds,Dairy,6,Cultures,Healthy,,,Beneficial in fermented dairy products like yogurt.
130,Cheese-filled Nachos,Snacks,1,Potatoes or Corn Base,Neutral,,,Main starch base of the snack.
130,Cheese-filled Nachos,Snacks,2,Vegetable Oil,Unhealthy,"Adds significant fat and calories, especially when repeatedly heated during processing.",Processed fat,
130,Cheese-filled Nachos,Snacks,3,Salt,Unhealthy,High sodium may increase blood pressure and fluid retention risk.,High sodium,
130,Cheese-filled Nachos,Snacks,4,Flavor Enhancers,Unhealthy,Can encourage overconsumption and often raise sodium load.,High sodium/additives,
130,Cheese-filled Nachos,Snacks,5,Spices,Neutral,,,Used for flavoring.
130,Cheese-filled Nachos,Snacks,6,Antioxidants,Neutral,,,Added to preserve shelf life of oils.
131,Baked Snack Sticks,Snacks,1,Potatoes or Corn Base,Neutral,,,Main starch base of the snack.
131,Baked Snack Sticks,Snacks,2,Vegetable Oil,Unhealthy,"Adds significant fat and calories, especially when repeatedly heated during processing.",Processed fat,
131,Baked Snack Sticks,Snacks,3,Salt,Unhealthy,High sodium may increase blood pressure and fluid retention risk.,High sodium,
131,Baked Snack Sticks,Snacks,4,Flavor Enhancers,Unhealthy,Can encourage overconsumption and often raise sodium load.,High sodium/additives,
131,Baked Snack Sticks,Snacks,5,Spices,Neutral,,,Used for flavoring.
131,Baked Snack Sticks,Snacks,6,Antioxidants,Neutral,,,Added to preserve shelf life of oils.
132,Sweetened Applesauce Cup,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
132,Sweetened Applesauce Cup,Desserts,2,Sugar,Unhealthy,Raises added sugar content and calorie density.,High sugar,
132,Sweetened Applesauce Cup,Desserts,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
132,Sweetened Applesauce Cup,Desserts,4,Stabilizers,Neutral,,,Used for consistency and shelf life.
132,Sweetened Applesauce Cup,Desserts,5,Fruit Puree or Flavor,Neutral,,,"May add taste, though sometimes only in small amounts."
132,Sweetened Applesauce Cup,Desserts,6,Cultures,Healthy,,,Beneficial in fermented dairy products like yogurt.
133,Pudding Cup,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
133,Pudding Cup,Desserts,2,Sugar,Unhealthy,Raises added sugar content and calorie density.,High sugar,
133,Pudding Cup,Desserts,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
133,Pudding Cup,Desserts,4,Stabilizers,Neutral,,,Used for consistency and shelf life.
133,Pudding Cup,Desserts,5,Fruit Puree or Flavor,Neutral,,,"May add taste, though sometimes only in small amounts."
133,Pudding Cup,Desserts,6,Cultures,Healthy,,,Beneficial in fermented dairy products like yogurt.
134,Custard Cup,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
134,Custard Cup,Desserts,2,Sugar,Unhealthy,Raises added sugar content and calorie density.,High sugar,
134,Custard Cup,Desserts,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
134,Custard Cup,Desserts,4,Stabilizers,Neutral,,,Used for consistency and shelf life.
134,Custard Cup,Desserts,5,Fruit Puree or Flavor,Neutral,,,"May add taste, though sometimes only in small amounts."
134,Custard Cup,Desserts,6,Cultures,Healthy,,,Beneficial in fermented dairy products like yogurt.
135,Ready Sandwich Spread,Spreads,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
135,Ready Sandwich Spread,Spreads,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
135,Ready Sandwich Spread,Spreads,3,Vinegar,Neutral,,,Used for acidity and preservation.
135,Ready Sandwich Spread,Spreads,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
135,Ready Sandwich Spread,Spreads,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
135,Ready Sandwich Spread,Spreads,6,Thickeners,Neutral,,,Used for consistency and texture.
136,Instant Shake Powder,Beverages,1,Carbonated Water,Neutral,,,Base liquid component.
136,Instant Shake Powder,Beverages,2,High Fructose Corn Syrup,Unhealthy,"Very high added sugar load; may contribute to insulin resistance, weight gain, and fatty liver risk when consumed often.",High sugar,
136,Instant Shake Powder,Beverages,3,Citric Acid,Neutral,,,Used for tartness and preservation.
136,Instant Shake Powder,Beverages,4,Artificial Flavors,Neutral,,,Used mainly to mimic or enhance taste.
136,Instant Shake Powder,Beverages,5,Caffeine,Unhealthy,"May worsen caffeine sensitivity, palpitations, anxiety, or sleep disturbance in some people.",Stimulant,
136,Instant Shake Powder,Beverages,6,Artificial Colors,Unhealthy,May trigger sensitivity or hyperactivity concerns in some individuals.,Additive sensitivity,
137,Sweet Protein Cookie,Bakery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
137,Sweet Protein Cookie,Bakery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
137,Sweet Protein Cookie,Bakery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
137,Sweet Protein Cookie,Bakery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
137,Sweet Protein Cookie,Bakery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
137,Sweet Protein Cookie,Bakery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
138,Breakfast Sausage Links,Meat,1,Meat,Neutral,,,Primary protein source.
138,Breakfast Sausage Links,Meat,2,Salt,Unhealthy,Processed meats are often high in sodium.,High sodium,
138,Breakfast Sausage Links,Meat,3,Sodium Nitrite,Unhealthy,Curing preservative; frequent intake of processed meats is generally considered less healthy.,Preservative,
138,Breakfast Sausage Links,Meat,4,Starch,Neutral,,,Used for texture and binding.
138,Breakfast Sausage Links,Meat,5,Protein Isolate,Neutral,,,Added to improve texture or protein content.
138,Breakfast Sausage Links,Meat,6,Spices,Neutral,,,Used for taste.
139,Ready Nacho Cheese Sauce,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
139,Ready Nacho Cheese Sauce,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
139,Ready Nacho Cheese Sauce,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
139,Ready Nacho Cheese Sauce,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
139,Ready Nacho Cheese Sauce,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
139,Ready Nacho Cheese Sauce,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
140,Canned Chili Beans,Canned Foods,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
140,Canned Chili Beans,Canned Foods,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
140,Canned Chili Beans,Canned Foods,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
140,Canned Chili Beans,Canned Foods,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
140,Canned Chili Beans,Canned Foods,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
140,Canned Chili Beans,Canned Foods,6,Spice Mix,Neutral,,,Used for taste and aroma.
141,Frozen Waffles,Breakfast,1,Whole Grain Oats or Grain Base,Healthy,,,Can contribute fiber and longer satiety if present in meaningful amounts.
141,Frozen Waffles,Breakfast,2,Sugar,Unhealthy,Raises added sugar content.,High sugar,
141,Frozen Waffles,Breakfast,3,Malt Extract or Syrup,Unhealthy,Concentrated sweetener that may raise glycemic load.,High glycemic load,
141,Frozen Waffles,Breakfast,4,Salt,Unhealthy,Packaged breakfast foods can still contain notable sodium.,High sodium,
141,Frozen Waffles,Breakfast,5,Fortified Vitamins,Healthy,,,Added micronutrients may improve nutritional profile.
141,Frozen Waffles,Breakfast,6,Flavoring,Neutral,,,Used for taste.
142,Chocolate Syrup,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
142,Chocolate Syrup,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
142,Chocolate Syrup,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
142,Chocolate Syrup,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
142,Chocolate Syrup,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
142,Chocolate Syrup,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
143,Strawberry Syrup,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
143,Strawberry Syrup,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
143,Strawberry Syrup,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
143,Strawberry Syrup,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
143,Strawberry Syrup,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
143,Strawberry Syrup,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
144,Processed Veg Sausage,Meat,1,Meat,Neutral,,,Primary protein source.
144,Processed Veg Sausage,Meat,2,Salt,Unhealthy,Processed meats are often high in sodium.,High sodium,
144,Processed Veg Sausage,Meat,3,Sodium Nitrite,Unhealthy,Curing preservative; frequent intake of processed meats is generally considered less healthy.,Preservative,
144,Processed Veg Sausage,Meat,4,Starch,Neutral,,,Used for texture and binding.
144,Processed Veg Sausage,Meat,5,Protein Isolate,Neutral,,,Added to improve texture or protein content.
144,Processed Veg Sausage,Meat,6,Spices,Neutral,,,Used for taste.
145,Ready Soup Cup,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
145,Ready Soup Cup,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
145,Ready Soup Cup,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
145,Ready Soup Cup,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
145,Ready Soup Cup,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
145,Ready Soup Cup,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
146,Microwave Macaroni Bowl,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
146,Microwave Macaroni Bowl,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
146,Microwave Macaroni Bowl,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
146,Microwave Macaroni Bowl,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
146,Microwave Macaroni Bowl,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
146,Microwave Macaroni Bowl,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
147,Frozen Alfredo Pasta,Frozen Foods,1,Refined Flour or Breadcrumbs,Unhealthy,Processed coating/base with lower fiber.,Refined carb,
147,Frozen Alfredo Pasta,Frozen Foods,2,Processed Cheese or Fat,Unhealthy,Can increase saturated fat and sodium.,Saturated fat/high sodium,
147,Frozen Alfredo Pasta,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
147,Frozen Alfredo Pasta,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
147,Frozen Alfredo Pasta,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
147,Frozen Alfredo Pasta,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
148,Processed Creamer Powder,Beverages,1,Carbonated Water,Neutral,,,Base liquid component.
148,Processed Creamer Powder,Beverages,2,High Fructose Corn Syrup,Unhealthy,"Very high added sugar load; may contribute to insulin resistance, weight gain, and fatty liver risk when consumed often.",High sugar,
148,Processed Creamer Powder,Beverages,3,Citric Acid,Neutral,,,Used for tartness and preservation.
148,Processed Creamer Powder,Beverages,4,Artificial Flavors,Neutral,,,Used mainly to mimic or enhance taste.
148,Processed Creamer Powder,Beverages,5,Caffeine,Unhealthy,"May worsen caffeine sensitivity, palpitations, anxiety, or sleep disturbance in some people.",Stimulant,
148,Processed Creamer Powder,Beverages,6,Artificial Colors,Unhealthy,May trigger sensitivity or hyperactivity concerns in some individuals.,Additive sensitivity,
149,Sweetened Condensed Milk,Dairy,1,Milk Solids,Healthy,,,Provide protein and calcium.
149,Sweetened Condensed Milk,Dairy,2,Sugar,Unhealthy,Raises added sugar content and calorie density.,High sugar,
149,Sweetened Condensed Milk,Dairy,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
149,Sweetened Condensed Milk,Dairy,4,Stabilizers,Neutral,,,Used for consistency and shelf life.
149,Sweetened Condensed Milk,Dairy,5,Fruit Puree or Flavor,Neutral,,,"May add taste, though sometimes only in small amounts."
149,Sweetened Condensed Milk,Dairy,6,Cultures,Healthy,,,Beneficial in fermented dairy products like yogurt.
