food_id,food_name,category,processing_level,total_ingredients,healthy_ingredients_count,neutral_ingredients_count,unhealthy_ingredients_count,healthy_percentage,neutral_percentage,unhealthy_percentage,affected_health_conditions,overall_recommendation,description
1426,SuperBowl Strawberry Noodle Masala Mix Lite,Instant Mixes,Ultra-processed,9,0,3,6,0.0,33.33,66.67,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,SuperBowl Strawberry Noodle Masala Mix Lite is a instant mixes item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
1427,LiteLeaf Orange Pancake Mix Plus,Instant Mixes,Ultra-processed,5,0,1,4,0.0,20.0,80.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,LiteLeaf Orange Pancake Mix Plus is a instant mixes item with 80.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1428,HomeCart Mango Pancake Mix Treat,Instant Mixes,Processed,7,0,1,6,0.0,14.29,85.71,"Caffeine Sensitivity, Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,HomeCart Mango Pancake Mix Treat is a instant mixes item with 85.71% of its listed ingredients marked as unhealthy in this expanded dataset.
1429,NutriPick Barbecue Noodle Masala Mix Classic,Instant Mixes,Ultra-processed,9,1,1,7,11.11,11.11,77.78,"Caffeine Sensitivity, Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,NutriPick Barbecue Noodle Masala Mix Classic is a instant mixes item with 77.78% of its listed ingredients marked as unhealthy in this expanded dataset.
1430,DailyCrave Chilli Lime Noodle Masala Mix Max,Instant Mixes,Ultra-processed,6,0,1,5,0.0,16.67,83.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,DailyCrave Chilli Lime Noodle Masala Mix Max is a instant mixes item with 83.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1431,FunFoods Mixed Fruit Soup Premix Bites,Instant Mixes,Ultra-processed,5,0,1,4,0.0,20.0,80.0,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FunFoods Mixed Fruit Soup Premix Bites is a instant mixes item with 80.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1432,YumBasket Masala Noodle Masala Mix Crunch,Instant Mixes,Processed,6,0,1,5,0.0,16.67,83.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,YumBasket Masala Noodle Masala Mix Crunch is a instant mixes item with 83.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1433,PrimePantry Salted Drink Mix Delight,Instant Mixes,Ultra-processed,8,1,1,6,12.5,12.5,75.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,PrimePantry Salted Drink Mix Delight is a instant mixes item with 75.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1434,FunFoods Masala Noodle Masala Mix Mix,Instant Mixes,Processed,9,2,2,5,22.22,22.22,55.56,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FunFoods Masala Noodle Masala Mix Mix is a instant mixes item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
1435,NutriPick Barbecue Noodle Masala Mix Cup,Instant Mixes,Ultra-processed,5,0,1,4,0.0,20.0,80.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,NutriPick Barbecue Noodle Masala Mix Cup is a instant mixes item with 80.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1436,FamilyChoice Creamy Pancake Mix Lite,Instant Mixes,Ultra-processed,9,0,3,6,0.0,33.33,66.67,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FamilyChoice Creamy Pancake Mix Lite is a instant mixes item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
1437,SmartSnack Mixed Fruit Dessert Mix Plus,Instant Mixes,Ultra-processed,6,0,1,5,0.0,16.67,83.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,SmartSnack Mixed Fruit Dessert Mix Plus is a instant mixes item with 83.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1438,MunchMate Mango Cake Mix Treat,Instant Mixes,Ultra-processed,7,0,2,5,0.0,28.57,71.43,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,MunchMate Mango Cake Mix Treat is a instant mixes item with 71.43% of its listed ingredients marked as unhealthy in this expanded dataset.
1439,CrispyCo Mango Soup Premix Classic,Instant Mixes,Processed,7,0,1,6,0.0,14.29,85.71,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,CrispyCo Mango Soup Premix Classic is a instant mixes item with 85.71% of its listed ingredients marked as unhealthy in this expanded dataset.
1440,YumBasket Salted Cake Mix Max,Instant Mixes,Processed,5,0,1,4,0.0,20.0,80.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,YumBasket Salted Cake Mix Max is a instant mixes item with 80.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1441,UrbanMunch Chocolate Dessert Mix Bites,Instant Mixes,Ultra-processed,7,0,1,6,0.0,14.29,85.71,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,UrbanMunch Chocolate Dessert Mix Bites is a instant mixes item with 85.71% of its listed ingredients marked as unhealthy in this expanded dataset.
1442,PureSip Masala Drink Mix Crunch,Instant Mixes,Ultra-processed,8,2,1,5,25.0,12.5,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,PureSip Masala Drink Mix Crunch is a instant mixes item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1443,ZestyBowl Chocolate Noodle Masala Mix Delight,Instant Mixes,Processed,9,2,2,5,22.22,22.22,55.56,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,ZestyBowl Chocolate Noodle Masala Mix Delight is a instant mixes item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
1444,TasteWave Chilli Lime Pancake Mix Mix,Instant Mixes,Ultra-processed,8,1,2,5,12.5,25.0,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,TasteWave Chilli Lime Pancake Mix Mix is a instant mixes item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1445,MunchMate Pepper Dessert Mix Cup,Instant Mixes,Processed,5,0,1,4,0.0,20.0,80.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,MunchMate Pepper Dessert Mix Cup is a instant mixes item with 80.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1446,FreshBite Roasted Drink Mix Lite,Instant Mixes,Ultra-processed,5,0,0,5,0.0,0.0,100.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FreshBite Roasted Drink Mix Lite is a instant mixes item with 100.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1447,FreshBite Butter Pancake Mix Plus,Instant Mixes,Ultra-processed,7,0,1,6,0.0,14.29,85.71,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FreshBite Butter Pancake Mix Plus is a instant mixes item with 85.71% of its listed ingredients marked as unhealthy in this expanded dataset.
1448,QuickTreat Mango Noodle Masala Mix Treat,Instant Mixes,Ultra-processed,7,0,1,6,0.0,14.29,85.71,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,QuickTreat Mango Noodle Masala Mix Treat is a instant mixes item with 85.71% of its listed ingredients marked as unhealthy in this expanded dataset.
1449,CrispyCo Chilli Lime Drink Mix Classic,Instant Mixes,Processed,6,0,1,5,0.0,16.67,83.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,CrispyCo Chilli Lime Drink Mix Classic is a instant mixes item with 83.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1450,FunFoods Caramel Pancake Mix Max,Instant Mixes,Ultra-processed,6,0,1,5,0.0,16.67,83.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FunFoods Caramel Pancake Mix Max is a instant mixes item with 83.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1451,LiteLeaf Chocolate Dessert Mix Bites,Instant Mixes,Ultra-processed,6,0,1,5,0.0,16.67,83.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,LiteLeaf Chocolate Dessert Mix Bites is a instant mixes item with 83.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1452,QuickTreat Mango Pancake Mix Crunch,Instant Mixes,Ultra-processed,8,0,1,7,0.0,12.5,87.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,QuickTreat Mango Pancake Mix Crunch is a instant mixes item with 87.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1453,SuperBowl Strawberry Drink Mix Delight,Instant Mixes,Processed,5,0,0,5,0.0,0.0,100.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,SuperBowl Strawberry Drink Mix Delight is a instant mixes item with 100.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1454,FreshBite Vanilla Cake Mix Mix,Instant Mixes,Ultra-processed,8,0,2,6,0.0,25.0,75.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FreshBite Vanilla Cake Mix Mix is a instant mixes item with 75.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1455,MealMint Barbecue Dessert Mix Cup,Instant Mixes,Ultra-processed,5,0,1,4,0.0,20.0,80.0,"Children (Hyperactivity), Diabetes, Obesity or Overweight",Avoid,MealMint Barbecue Dessert Mix Cup is a instant mixes item with 80.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1456,NutriPick Strawberry Cake Mix Lite,Instant Mixes,Ultra-processed,8,2,1,5,25.0,12.5,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,NutriPick Strawberry Cake Mix Lite is a instant mixes item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1457,SmartSnack Chocolate Cake Mix Plus,Instant Mixes,Ultra-processed,7,0,2,5,0.0,28.57,71.43,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,SmartSnack Chocolate Cake Mix Plus is a instant mixes item with 71.43% of its listed ingredients marked as unhealthy in this expanded dataset.
1458,SuperBowl Herb Cake Mix Treat,Instant Mixes,Ultra-processed,5,0,1,4,0.0,20.0,80.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,SuperBowl Herb Cake Mix Treat is a instant mixes item with 80.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1459,LiteLeaf Classic Pancake Mix Classic,Instant Mixes,Processed,5,0,1,4,0.0,20.0,80.0,"Children (Hyperactivity), Diabetes, Obesity or Overweight",Avoid,LiteLeaf Classic Pancake Mix Classic is a instant mixes item with 80.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1460,QuickTreat Vanilla Cake Mix Max,Instant Mixes,Processed,8,0,3,5,0.0,37.5,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,QuickTreat Vanilla Cake Mix Max is a instant mixes item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1461,FoodCraft Masala Khakhra Bites,Indian Packaged Snacks,Ultra-processed,5,1,1,3,20.0,20.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FoodCraft Masala Khakhra Bites is a indian packaged snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1462,FunFoods Orange Sev Crunch,Indian Packaged Snacks,Processed,7,1,2,4,14.29,28.57,57.14,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FunFoods Orange Sev Crunch is a indian packaged snacks item with 57.14% of its listed ingredients marked as unhealthy in this expanded dataset.
1463,FoodCraft Orange Bhujia Delight,Indian Packaged Snacks,Processed,8,2,2,4,25.0,25.0,50.0,"Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Avoid,FoodCraft Orange Bhujia Delight is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1464,TasteWave Salted Sev Mix,Indian Packaged Snacks,Ultra-processed,8,1,3,4,12.5,37.5,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,TasteWave Salted Sev Mix is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1465,TasteWave Mixed Fruit Mixture Cup,Indian Packaged Snacks,Processed,9,2,2,5,22.22,22.22,55.56,"Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,TasteWave Mixed Fruit Mixture Cup is a indian packaged snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
1466,DailyCrave Chilli Lime Murukku Lite,Indian Packaged Snacks,Processed,7,1,2,4,14.29,28.57,57.14,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,DailyCrave Chilli Lime Murukku Lite is a indian packaged snacks item with 57.14% of its listed ingredients marked as unhealthy in this expanded dataset.
1467,FunFoods Mango Murukku Plus,Indian Packaged Snacks,Ultra-processed,9,2,4,3,22.22,44.44,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FunFoods Mango Murukku Plus is a indian packaged snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1468,NutriPick Creamy Khakhra Treat,Indian Packaged Snacks,Processed,5,1,1,3,20.0,20.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,NutriPick Creamy Khakhra Treat is a indian packaged snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1469,ZestyBowl Strawberry Khakhra Classic,Indian Packaged Snacks,Ultra-processed,7,2,2,3,28.57,28.57,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,ZestyBowl Strawberry Khakhra Classic is a indian packaged snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1470,DailyCrave Strawberry Murukku Max,Indian Packaged Snacks,Processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,DailyCrave Strawberry Murukku Max is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1471,GoldenSpoon Pepper Murukku Bites,Indian Packaged Snacks,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,GoldenSpoon Pepper Murukku Bites is a indian packaged snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1472,FoodCraft Barbecue Sev Crunch,Indian Packaged Snacks,Ultra-processed,9,3,2,4,33.33,22.22,44.44,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FoodCraft Barbecue Sev Crunch is a indian packaged snacks item with 44.44% of its listed ingredients marked as unhealthy in this expanded dataset.
1473,PrimePantry Classic Sev Delight,Indian Packaged Snacks,Ultra-processed,8,1,3,4,12.5,37.5,50.0,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,PrimePantry Classic Sev Delight is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1474,SnackNest Herb Murukku Mix,Indian Packaged Snacks,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SnackNest Herb Murukku Mix is a indian packaged snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1475,SmartSnack Spicy Khakhra Cup,Indian Packaged Snacks,Ultra-processed,7,2,2,3,28.57,28.57,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SmartSnack Spicy Khakhra Cup is a indian packaged snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1476,QuickTreat Creamy Masala Peanuts Lite,Indian Packaged Snacks,Ultra-processed,5,0,2,3,0.0,40.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,QuickTreat Creamy Masala Peanuts Lite is a indian packaged snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1477,HappyHarvest Chilli Lime Murukku Plus,Indian Packaged Snacks,Ultra-processed,7,1,2,4,14.29,28.57,57.14,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,HappyHarvest Chilli Lime Murukku Plus is a indian packaged snacks item with 57.14% of its listed ingredients marked as unhealthy in this expanded dataset.
1478,YumBasket Chilli Lime Murukku Treat,Indian Packaged Snacks,Processed,8,2,3,3,25.0,37.5,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,YumBasket Chilli Lime Murukku Treat is a indian packaged snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1479,QuickTreat Cheese Mixture Classic,Indian Packaged Snacks,Ultra-processed,8,2,2,4,25.0,25.0,50.0,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,QuickTreat Cheese Mixture Classic is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1480,ZestyBowl Tomato Sev Max,Indian Packaged Snacks,Ultra-processed,9,3,2,4,33.33,22.22,44.44,"Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Caution,ZestyBowl Tomato Sev Max is a indian packaged snacks item with 44.44% of its listed ingredients marked as unhealthy in this expanded dataset.
1481,SmartSnack Classic Masala Peanuts Bites,Indian Packaged Snacks,Ultra-processed,7,1,3,3,14.29,42.86,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SmartSnack Classic Masala Peanuts Bites is a indian packaged snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1482,MealMint Spicy Masala Peanuts Crunch,Indian Packaged Snacks,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,MealMint Spicy Masala Peanuts Crunch is a indian packaged snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1483,SuperBowl Vanilla Murukku Delight,Indian Packaged Snacks,Ultra-processed,8,3,2,3,37.5,25.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Lactose Intolerance, Obesity or Overweight",Caution,SuperBowl Vanilla Murukku Delight is a indian packaged snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1484,SuperBowl Tomato Masala Peanuts Mix,Indian Packaged Snacks,Processed,8,2,2,4,25.0,25.0,50.0,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,SuperBowl Tomato Masala Peanuts Mix is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1485,LiteLeaf Tomato Khakhra Cup,Indian Packaged Snacks,Ultra-processed,5,1,1,3,20.0,20.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,LiteLeaf Tomato Khakhra Cup is a indian packaged snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1486,FunFoods Salted Sev Lite,Indian Packaged Snacks,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,FunFoods Salted Sev Lite is a indian packaged snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1487,FreshBite Chilli Lime Masala Peanuts Plus,Indian Packaged Snacks,Ultra-processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FreshBite Chilli Lime Masala Peanuts Plus is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1488,YumBasket Roasted Khakhra Treat,Indian Packaged Snacks,Ultra-processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,YumBasket Roasted Khakhra Treat is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1489,PureSip Salted Mixture Classic,Indian Packaged Snacks,Processed,5,1,2,2,20.0,40.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,PureSip Salted Mixture Classic is a indian packaged snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1490,FamilyChoice Pepper Mixture Max,Indian Packaged Snacks,Ultra-processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FamilyChoice Pepper Mixture Max is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1491,FreshBite Herb Sev Bites,Indian Packaged Snacks,Processed,7,1,2,4,14.29,28.57,57.14,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FreshBite Herb Sev Bites is a indian packaged snacks item with 57.14% of its listed ingredients marked as unhealthy in this expanded dataset.
1492,MealMint Chilli Lime Masala Peanuts Crunch,Indian Packaged Snacks,Processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,MealMint Chilli Lime Masala Peanuts Crunch is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1493,FreshBite Mixed Fruit Bhujia Delight,Indian Packaged Snacks,Ultra-processed,5,1,1,3,20.0,20.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FreshBite Mixed Fruit Bhujia Delight is a indian packaged snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1494,CrispyCo Vanilla Sev Mix,Indian Packaged Snacks,Ultra-processed,8,2,2,4,25.0,25.0,50.0,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,CrispyCo Vanilla Sev Mix is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1495,CrispyCo Roasted Masala Peanuts Cup,Indian Packaged Snacks,Processed,8,1,4,3,12.5,50.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,CrispyCo Roasted Masala Peanuts Cup is a indian packaged snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1496,FlavorHub Strawberry Sev Lite,Indian Packaged Snacks,Processed,7,1,3,3,14.29,42.86,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FlavorHub Strawberry Sev Lite is a indian packaged snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1497,SuperBowl Chilli Lime Sev Plus,Indian Packaged Snacks,Ultra-processed,7,1,3,3,14.29,42.86,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SuperBowl Chilli Lime Sev Plus is a indian packaged snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1498,QuickTreat Strawberry Mixture Treat,Indian Packaged Snacks,Ultra-processed,9,2,4,3,22.22,44.44,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,QuickTreat Strawberry Mixture Treat is a indian packaged snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1499,QuickTreat Chocolate Khakhra Classic,Indian Packaged Snacks,Ultra-processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,QuickTreat Chocolate Khakhra Classic is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1500,LiteLeaf Vanilla Bhujia Max,Indian Packaged Snacks,Ultra-processed,9,2,2,5,22.22,22.22,55.56,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,LiteLeaf Vanilla Bhujia Max is a indian packaged snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
1501,UrbanMunch Classic Bhujia Bites,Indian Packaged Snacks,Processed,7,1,3,3,14.29,42.86,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,UrbanMunch Classic Bhujia Bites is a indian packaged snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1502,MealMint Masala Sev Crunch,Indian Packaged Snacks,Ultra-processed,9,3,2,4,33.33,22.22,44.44,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,MealMint Masala Sev Crunch is a indian packaged snacks item with 44.44% of its listed ingredients marked as unhealthy in this expanded dataset.
1503,UrbanMunch Masala Murukku Delight,Indian Packaged Snacks,Ultra-processed,5,1,1,3,20.0,20.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,UrbanMunch Masala Murukku Delight is a indian packaged snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1504,QuickTreat Pepper Khakhra Mix,Indian Packaged Snacks,Processed,9,1,5,3,11.11,55.56,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,QuickTreat Pepper Khakhra Mix is a indian packaged snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
